annee_numero_de_tirage;date_de_tirage;heure_de_tirage;date_de_forclusion;boule1;boule2;boule3;boule4;boule5;boule6;boule7;boule8;boule9;boule10;boule11;boule12;boule13;boule14;boule15;boule16;boule17;boule18;boule19;boule20;multiplicateur;numero_jokerplus;devise;
2021410;24/07/2021;soir;23/10/2021;3;4;8;10;12;14;22;30;32;33;36;37;45;46;47;53;54;57;60;67;2;3 607 157;eur;
2021409;24/07/2021;midi;23/10/2021;2;3;7;10;13;15;18;19;21;30;31;34;40;42;47;51;54;57;67;70;2;9 925 142;eur;
2021408;23/07/2021;soir;22/10/2021;1;3;4;10;11;12;14;17;22;23;24;28;29;34;42;44;52;55;60;65;2;0 675 959;eur;
2021407;23/07/2021;midi;22/10/2021;1;3;6;12;14;16;20;23;30;32;37;39;41;43;46;49;51;60;63;66;3;5 873 535;eur;
2021406;22/07/2021;soir;21/10/2021;8;12;13;15;16;18;24;26;27;28;32;33;40;42;45;49;58;60;63;64;2;2 453 971;eur;
2021405;22/07/2021;midi;21/10/2021;6;8;12;14;16;20;27;30;32;34;35;37;44;46;49;55;60;62;65;67;3;9 421 377;eur;
2021404;21/07/2021;soir;20/10/2021;5;8;9;11;15;19;20;21;27;28;33;34;37;44;46;48;51;52;53;58;2;9 144 636;eur;
2021403;21/07/2021;midi;20/10/2021;9;10;11;18;20;22;24;26;28;30;32;35;40;46;50;51;52;57;65;70;2;9 260 650;eur;
2021402;20/07/2021;soir;19/10/2021;2;3;4;5;6;15;18;20;21;25;26;33;37;46;48;49;51;54;55;67;3;0 460 091;eur;
2021401;20/07/2021;midi;19/10/2021;3;10;11;15;16;17;21;23;29;31;36;39;42;50;53;56;62;66;67;68;2;0 165 711;eur;
2021400;19/07/2021;soir;18/10/2021;7;8;9;19;20;26;28;35;36;37;39;40;47;50;54;55;60;61;65;69;2;1 741 323;eur;
2021399;19/07/2021;midi;18/10/2021;4;8;13;14;15;17;21;28;30;31;34;35;44;48;51;53;56;60;62;66;2;3 499 157;eur;
2021398;18/07/2021;soir;17/10/2021;8;12;22;23;24;25;28;30;35;36;38;45;47;48;52;53;54;56;59;65;2;6 286 656;eur;
2021397;18/07/2021;midi;17/10/2021;3;9;12;16;19;23;31;34;35;36;43;44;45;49;51;54;59;60;63;69;2;8 666 339;eur;
2021396;17/07/2021;soir;16/10/2021;1;7;8;16;20;25;30;31;32;33;35;43;46;52;55;58;62;65;66;69;2;6 776 742;eur;
2021395;17/07/2021;midi;16/10/2021;1;5;6;7;10;18;21;24;25;28;32;33;34;41;42;43;53;54;66;70;3;5 015 017;eur;
2021394;16/07/2021;soir;15/10/2021;12;13;16;17;19;24;26;28;31;40;41;42;44;45;47;49;54;56;58;65;2;6 719 557;eur;
2021393;16/07/2021;midi;15/10/2021;7;9;11;12;15;16;30;31;34;37;41;42;44;47;48;51;55;61;69;70;2;9 277 666;eur;
2021392;15/07/2021;soir;14/10/2021;2;3;5;6;7;11;12;13;24;27;39;42;48;51;52;60;61;65;66;70;3;1 813 343;eur;
2021391;15/07/2021;midi;14/10/2021;12;13;24;25;30;31;32;35;39;40;44;45;47;48;52;59;61;64;68;70;2;3 861 688;eur;
2021390;14/07/2021;soir;13/10/2021;3;17;18;20;22;28;30;31;32;35;40;41;46;56;57;59;61;63;64;69;2;8 922 387;eur;
2021389;14/07/2021;midi;13/10/2021;5;12;15;16;18;20;27;31;32;38;39;41;42;46;52;53;55;60;62;63;3;3 347 163;eur;
2021388;13/07/2021;soir;12/10/2021;2;7;10;22;24;25;31;34;39;44;47;49;52;55;62;63;64;68;69;70;2;0 484 341;eur;
2021387;13/07/2021;midi;12/10/2021;2;3;4;10;11;13;14;22;23;33;40;43;45;57;59;63;65;67;69;70;2;1 085 459;eur;
2021386;12/07/2021;soir;11/10/2021;2;3;5;8;10;11;17;18;21;28;30;35;40;41;46;50;52;57;60;65;2;9 673 735;eur;
2021385;12/07/2021;midi;11/10/2021;4;9;10;15;18;19;22;25;29;32;35;37;41;43;48;52;60;63;69;70;2;3 836 996;eur;
2021384;11/07/2021;soir;10/10/2021;1;2;5;7;8;14;17;22;23;27;30;31;35;41;42;44;48;51;60;67;2;7 495 252;eur;
2021383;11/07/2021;midi;10/10/2021;5;9;15;17;22;24;29;35;37;38;42;44;45;49;51;53;56;59;61;67;2;0 178 819;eur;
2021382;10/07/2021;soir;09/10/2021;4;6;7;8;11;12;19;23;26;32;34;39;48;54;55;56;60;62;66;68;2;3 575 255;eur;
2021381;10/07/2021;midi;09/10/2021;7;13;17;20;23;24;27;28;33;34;35;36;37;39;45;52;60;63;67;70;5;7 134 489;eur;
2021380;09/07/2021;soir;08/10/2021;1;8;9;12;14;19;21;25;30;31;38;43;44;47;48;49;57;63;66;69;3;9 224 252;eur;
2021379;09/07/2021;midi;08/10/2021;3;7;8;9;19;20;21;24;28;42;43;46;49;56;57;60;61;65;67;69;3;9 479 992;eur;
2021378;08/07/2021;soir;07/10/2021;6;10;11;15;16;20;25;34;39;41;44;46;50;53;54;55;57;58;59;65;2;8 223 349;eur;
2021377;08/07/2021;midi;07/10/2021;4;7;14;15;19;20;25;30;32;36;37;38;39;41;42;54;56;64;66;70;2;3 131 599;eur;
2021376;07/07/2021;soir;06/10/2021;2;3;5;7;11;12;15;17;24;25;31;32;35;37;46;47;56;58;59;67;2;6 807 282;eur;
2021375;07/07/2021;midi;06/10/2021;3;8;10;11;12;14;15;17;29;30;32;38;40;44;48;50;54;55;57;65;2;0 497 700;eur;
2021374;06/07/2021;soir;05/10/2021;3;10;11;16;17;18;20;21;25;26;37;40;46;48;50;55;58;60;67;69;2;2 796 444;eur;
2021373;06/07/2021;midi;05/10/2021;4;5;9;11;17;19;23;25;26;29;30;31;34;40;41;49;50;55;64;67;2;6 662 756;eur;
2021372;05/07/2021;soir;04/10/2021;2;3;4;10;13;15;19;20;27;28;37;46;50;51;52;56;60;62;66;67;2;9 712 326;eur;
2021371;05/07/2021;midi;04/10/2021;3;9;11;12;16;18;21;22;25;26;29;30;31;34;37;38;42;50;61;67;3;5 260 751;eur;
2021370;04/07/2021;soir;03/10/2021;2;3;8;12;16;17;18;29;31;37;38;39;44;47;51;56;58;61;62;69;2;6 768 673;eur;
2021369;04/07/2021;midi;03/10/2021;4;13;19;22;23;28;37;44;45;46;47;48;49;53;54;56;58;62;63;66;2;3 740 476;eur;
2021368;03/07/2021;soir;02/10/2021;6;9;11;21;22;27;29;32;38;42;43;44;45;47;53;61;62;64;67;69;2;2 497 053;eur;
2021367;03/07/2021;midi;02/10/2021;1;3;9;11;13;14;16;20;27;31;33;34;37;40;42;43;44;53;68;70;2;3 391 659;eur;
2021366;02/07/2021;soir;01/10/2021;12;16;18;20;24;37;38;41;43;47;52;54;55;56;57;58;60;62;65;70;2;3 850 057;eur;
2021365;02/07/2021;midi;01/10/2021;4;6;9;10;20;22;24;28;34;35;36;48;50;51;54;58;59;63;64;68;2;4 711 969;eur;
2021364;01/07/2021;soir;30/09/2021;6;7;10;11;12;17;18;23;24;25;33;35;41;44;48;50;53;58;60;61;2;5 200 144;eur;
2021363;01/07/2021;midi;30/09/2021;4;10;13;15;17;26;31;33;39;40;45;47;48;54;59;61;63;64;66;69;2;6 538 828;eur;
2021362;30/06/2021;soir;29/09/2021;2;5;22;23;26;28;29;30;31;39;44;47;53;56;57;62;66;68;69;70;2;9 395 751;eur;
2021361;30/06/2021;midi;29/09/2021;5;8;9;10;16;18;24;33;36;37;38;39;41;44;49;52;58;62;66;69;3;9 966 536;eur;
2021360;29/06/2021;soir;28/09/2021;1;11;14;20;25;28;29;32;35;39;46;47;49;50;51;57;58;60;63;70;2;7 516 837;eur;
2021359;29/06/2021;midi;28/09/2021;6;9;10;12;13;14;17;18;21;26;27;28;42;43;56;59;60;66;67;68;3;4 711 168;eur;
2021358;28/06/2021;soir;27/09/2021;4;7;10;13;24;33;35;38;39;43;47;50;53;54;59;60;61;65;67;69;2;2 717 950;eur;
2021357;28/06/2021;midi;27/09/2021;1;3;5;9;10;31;41;44;45;49;51;52;55;57;62;63;64;66;67;68;2;0 983 667;eur;
2021356;27/06/2021;soir;26/09/2021;6;11;12;13;18;19;21;22;24;26;27;36;39;48;49;53;55;59;63;64;2;6 644 722;eur;
2021355;27/06/2021;midi;26/09/2021;4;5;6;9;13;14;16;23;29;30;32;42;43;44;48;58;59;66;67;68;2;8 964 404;eur;
2021354;26/06/2021;soir;25/09/2021;11;16;22;23;24;25;26;27;29;31;35;36;39;44;46;54;56;60;64;69;5;2 628 953;eur;
2021353;26/06/2021;midi;25/09/2021;3;7;9;12;16;20;21;23;27;35;39;41;42;49;50;54;56;61;62;69;2;4 398 539;eur;
2021352;25/06/2021;soir;24/09/2021;2;6;11;13;27;28;31;34;35;36;38;42;47;50;52;53;56;57;65;70;2;8 895 145;eur;
2021351;25/06/2021;midi;24/09/2021;1;2;4;5;8;9;10;21;29;34;36;38;39;45;46;49;53;56;60;69;5;1 304 170;eur;
2021350;24/06/2021;soir;23/09/2021;6;8;11;13;16;17;24;30;31;32;39;40;41;47;51;52;57;59;60;70;2;7 289 000;eur;
2021349;24/06/2021;midi;23/09/2021;3;9;10;17;19;23;26;27;30;36;38;41;42;44;45;50;57;63;67;70;2;6 454 607;eur;
2021348;23/06/2021;soir;22/09/2021;3;5;14;16;17;19;20;22;24;27;38;45;51;53;58;62;65;67;68;70;5;8 863 477;eur;
2021347;23/06/2021;midi;22/09/2021;3;6;12;15;16;18;21;22;31;32;36;37;38;40;44;45;50;51;53;64;3;6 688 942;eur;
2021346;22/06/2021;soir;21/09/2021;1;2;3;7;11;12;13;17;20;21;32;35;36;40;42;43;56;61;64;67;3;0 826 234;eur;
2021345;22/06/2021;midi;21/09/2021;2;3;5;7;10;13;21;24;26;34;39;41;43;46;52;53;58;62;65;68;2;0 909 211;eur;
2021344;21/06/2021;soir;20/09/2021;1;5;6;7;8;12;13;15;26;31;32;38;41;52;53;57;60;61;62;65;2;0 977 451;eur;
2021343;21/06/2021;midi;20/09/2021;1;3;4;7;8;14;17;23;25;27;36;45;51;52;55;58;59;63;66;67;2;6 431 012;eur;
2021342;20/06/2021;soir;19/09/2021;7;15;18;22;29;34;38;39;44;46;47;48;50;53;55;57;58;62;66;70;3;4 036 345;eur;
2021341;20/06/2021;midi;19/09/2021;1;2;6;7;12;17;18;22;32;36;47;48;50;53;58;61;62;66;68;69;5;9 526 884;eur;
2021340;19/06/2021;soir;18/09/2021;1;3;4;5;9;10;14;15;19;20;36;37;50;52;55;60;61;62;63;64;2;0 396 179;eur;
2021339;19/06/2021;midi;18/09/2021;4;10;13;14;25;26;28;30;32;35;39;40;47;49;50;53;54;68;69;70;3;6 947 921;eur;
2021338;18/06/2021;soir;17/09/2021;3;18;21;26;32;33;34;35;36;38;41;45;47;52;55;59;60;61;69;70;5;4 712 128;eur;
2021337;18/06/2021;midi;17/09/2021;2;9;10;13;16;18;19;21;39;41;45;48;52;53;56;58;61;62;66;67;2;8 103 025;eur;
2021336;17/06/2021;soir;16/09/2021;4;7;9;10;11;13;18;21;24;28;31;32;34;40;50;51;56;60;62;63;3;8 429 497;eur;
2021335;17/06/2021;midi;16/09/2021;5;8;13;14;22;28;38;39;42;45;46;48;50;51;52;53;59;60;65;69;2;0 656 753;eur;
2021334;16/06/2021;soir;15/09/2021;2;7;16;17;20;25;28;31;33;44;48;49;50;53;54;58;60;63;65;69;3;7 435 421;eur;
2021333;16/06/2021;midi;15/09/2021;4;6;8;13;15;27;29;30;31;34;35;42;43;48;52;54;55;56;66;67;3;1 765 627;eur;
2021332;15/06/2021;soir;14/09/2021;1;4;6;7;8;9;10;15;19;22;28;31;39;41;45;47;48;51;52;61;2;4 788 689;eur;
2021331;15/06/2021;midi;14/09/2021;5;10;26;28;29;30;32;33;37;38;39;40;42;46;47;55;61;63;65;68;2;5 749 731;eur;
2021330;14/06/2021;soir;13/09/2021;2;3;10;14;16;18;23;25;28;35;36;45;47;48;50;51;53;60;61;69;2;1 307 617;eur;
2021329;14/06/2021;midi;13/09/2021;1;5;9;10;11;14;16;18;19;27;35;40;48;49;50;55;59;61;62;65;3;9 364 220;eur;
2021328;13/06/2021;soir;12/09/2021;5;8;11;14;20;21;22;25;26;29;36;42;43;51;54;56;60;63;68;69;2;0 801 226;eur;
2021327;13/06/2021;midi;12/09/2021;1;4;6;9;10;11;12;16;21;23;26;28;43;44;45;46;56;60;63;66;2;9 475 901;eur;
2021326;12/06/2021;soir;11/09/2021;3;5;15;17;22;28;29;31;32;35;40;41;46;49;54;57;58;66;69;70;3;0 343 779;eur;
2021325;12/06/2021;midi;11/09/2021;7;12;14;17;18;21;22;29;39;44;48;50;51;52;55;56;58;60;61;68;2;1 455 465;eur;
2021324;11/06/2021;soir;10/09/2021;7;8;13;16;18;23;24;33;34;36;37;38;42;43;49;52;53;54;58;59;3;7 881 703;eur;
2021323;11/06/2021;midi;10/09/2021;5;8;14;22;23;26;27;31;37;38;39;42;47;49;56;57;60;61;63;68;3;3 458 507;eur;
2021322;10/06/2021;soir;09/09/2021;1;3;5;12;18;20;22;27;29;35;39;46;50;51;53;54;57;62;65;70;2;2 073 971;eur;
2021321;10/06/2021;midi;09/09/2021;7;9;13;19;20;21;23;26;30;34;38;41;42;45;47;60;61;66;69;70;3;9 341 962;eur;
2021320;09/06/2021;soir;08/09/2021;6;7;9;16;19;20;23;24;25;28;31;39;41;45;48;54;55;56;65;70;2;7 878 618;eur;
2021319;09/06/2021;midi;08/09/2021;1;4;6;7;8;12;18;19;23;27;39;41;46;47;51;53;59;65;66;67;2;3 178 212;eur;
2021318;08/06/2021;soir;07/09/2021;2;3;5;12;18;24;25;36;38;39;45;46;48;49;50;51;55;63;64;70;2;1 797 372;eur;
2021317;08/06/2021;midi;07/09/2021;1;4;7;10;11;13;17;18;21;22;28;30;32;38;42;46;53;55;58;64;2;9 150 869;eur;
2021316;07/06/2021;soir;06/09/2021;2;6;7;10;11;12;13;16;26;32;33;39;40;41;42;51;55;57;60;69;2;3 958 719;eur;
2021315;07/06/2021;midi;06/09/2021;1;6;7;10;14;19;20;22;23;29;34;38;44;50;56;59;60;62;65;69;2;5 473 339;eur;
2021314;06/06/2021;soir;05/09/2021;3;4;7;8;13;15;24;26;27;31;34;36;41;42;47;53;54;57;68;69;2;1 975 758;eur;
2021313;06/06/2021;midi;05/09/2021;9;10;12;14;18;22;26;30;32;35;45;46;51;53;55;59;66;67;68;70;2;1 116 738;eur;
2021312;05/06/2021;soir;04/09/2021;2;6;10;13;14;22;27;34;36;37;39;41;49;53;54;57;59;60;63;69;3;2 460 128;eur;
2021311;05/06/2021;midi;04/09/2021;2;14;18;21;27;29;37;40;41;43;45;46;49;50;53;56;57;62;65;70;2;0 988 449;eur;
2021310;04/06/2021;soir;03/09/2021;3;4;9;12;15;17;19;20;24;27;34;42;48;50;52;53;57;59;64;67;2;5 490 124;eur;
2021309;04/06/2021;midi;03/09/2021;1;2;5;6;11;28;29;30;32;33;34;39;41;43;47;59;62;63;69;70;2;3 321 249;eur;
2021308;03/06/2021;soir;02/09/2021;4;9;11;14;16;20;24;27;28;37;40;46;47;54;57;59;62;63;65;69;2;7 316 209;eur;
2021307;03/06/2021;midi;02/09/2021;3;4;9;10;14;21;25;28;33;35;41;49;50;58;59;62;63;65;67;68;2;6 243 539;eur;
2021306;02/06/2021;soir;01/09/2021;4;6;7;8;12;13;15;19;20;21;25;27;28;36;40;42;48;54;64;67;2;2 495 304;eur;
2021305;02/06/2021;midi;01/09/2021;8;11;14;15;21;29;33;35;39;46;50;52;57;60;61;62;65;67;68;69;2;4 254 035;eur;
2021304;01/06/2021;soir;31/08/2021;1;3;7;21;23;29;30;32;33;38;39;42;46;48;53;54;57;62;64;67;2;1 500 563;eur;
2021303;01/06/2021;midi;31/08/2021;1;6;10;17;22;23;24;26;31;32;34;39;44;50;57;58;61;62;64;66;2;0 491 202;eur;
2021302;31/05/2021;soir;30/08/2021;2;3;5;10;11;16;22;25;26;31;32;34;38;41;43;45;56;58;59;63;2;1 251 390;eur;
2021301;31/05/2021;midi;30/08/2021;6;13;14;15;19;25;26;28;31;32;33;36;37;43;45;51;55;67;68;70;2;2 938 437;eur;
2021300;30/05/2021;soir;29/08/2021;3;8;13;15;17;20;22;25;34;44;48;51;52;55;57;61;62;63;65;68;2;7 677 830;eur;
2021299;30/05/2021;midi;29/08/2021;7;8;10;14;16;20;23;28;30;31;36;37;43;51;52;57;58;63;64;65;3;7 193 496;eur;
2021298;29/05/2021;soir;28/08/2021;8;10;17;18;23;25;26;27;30;32;39;40;49;52;56;58;62;63;64;67;2;2 506 645;eur;
2021297;29/05/2021;midi;28/08/2021;1;11;12;13;20;23;25;30;32;35;39;40;42;48;56;63;64;67;69;70;2;1 366 571;eur;
2021296;28/05/2021;soir;27/08/2021;6;7;10;12;15;19;22;23;24;25;32;38;40;43;44;46;53;59;63;64;3;5 796 690;eur;
2021295;28/05/2021;midi;27/08/2021;3;4;7;9;10;12;16;20;26;31;32;37;38;40;44;45;47;56;60;61;2;1 267 049;eur;
2021294;27/05/2021;soir;26/08/2021;5;7;10;12;15;21;24;29;30;31;35;37;43;47;49;50;52;54;56;60;2;1 284 984;eur;
2021293;27/05/2021;midi;26/08/2021;1;6;8;10;16;18;19;20;25;30;31;32;36;39;40;41;42;45;58;61;2;1 771 362;eur;
2021292;26/05/2021;soir;25/08/2021;3;8;9;10;14;15;17;19;22;23;24;36;37;38;40;44;51;60;63;65;2;1 256 764;eur;
2021291;26/05/2021;midi;25/08/2021;8;22;24;28;29;31;33;35;37;39;40;43;44;51;54;59;62;63;64;65;2;1 593 648;eur;
2021290;25/05/2021;soir;24/08/2021;1;2;5;7;12;14;16;21;36;38;40;41;47;49;58;60;61;66;67;68;2;0 734 653;eur;
2021289;25/05/2021;midi;24/08/2021;1;7;8;9;15;16;18;19;20;22;29;33;34;45;46;55;60;61;66;70;2;3 072 468;eur;
2021288;24/05/2021;soir;23/08/2021;10;11;17;18;19;21;24;28;29;31;34;40;43;52;57;59;64;65;66;70;5;4 248 522;eur;
2021287;24/05/2021;midi;23/08/2021;5;14;16;17;21;23;25;27;29;30;31;32;33;35;41;43;44;51;52;57;3;6 339 422;eur;
2021286;23/05/2021;soir;22/08/2021;1;3;15;18;21;23;25;29;36;42;43;45;47;53;54;55;58;63;66;67;3;2 816 601;eur;
2021285;23/05/2021;midi;22/08/2021;4;5;6;9;11;14;16;23;24;30;34;39;43;48;49;50;51;54;66;68;2;1 426 394;eur;
2021284;22/05/2021;soir;21/08/2021;1;13;16;17;19;21;22;23;25;28;30;31;32;34;41;42;44;49;64;67;2;9 749 350;eur;
2021283;22/05/2021;midi;21/08/2021;1;8;9;10;13;21;24;25;30;31;38;42;46;47;52;53;56;60;62;70;3;0 648 032;eur;
2021282;21/05/2021;soir;20/08/2021;1;6;8;14;28;29;31;32;35;37;44;45;47;48;54;55;57;63;69;70;2;3 643 285;eur;
2021281;21/05/2021;midi;20/08/2021;4;6;8;9;13;17;21;25;28;29;35;37;39;47;48;55;56;59;61;65;2;2 280 172;eur;
2021280;20/05/2021;soir;19/08/2021;1;5;10;14;20;21;23;34;35;36;38;45;47;49;54;57;58;61;63;66;2;5 414 160;eur;
2021279;20/05/2021;midi;19/08/2021;1;9;11;18;20;21;26;33;34;37;41;43;48;49;51;57;60;67;69;70;2;4 652 451;eur;
2021278;19/05/2021;soir;18/08/2021;2;4;13;16;19;22;24;27;29;30;31;39;40;41;43;44;57;58;67;69;2;8 801 486;eur;
2021277;19/05/2021;midi;18/08/2021;1;12;13;14;15;19;26;28;31;36;41;45;46;56;57;59;60;61;63;66;3;4 758 631;eur;
2021276;18/05/2021;soir;17/08/2021;1;4;17;22;23;25;35;36;37;39;43;45;48;52;54;56;57;59;64;67;5;6 559 331;eur;
2021275;18/05/2021;midi;17/08/2021;1;3;8;13;18;21;29;34;35;36;37;38;41;46;51;53;54;64;67;69;2;2 841 312;eur;
2021274;17/05/2021;soir;16/08/2021;7;13;16;18;19;20;28;31;33;34;35;37;44;48;53;54;62;66;67;68;2;9 380 098;eur;
2021273;17/05/2021;midi;16/08/2021;2;4;7;11;19;25;26;27;29;34;40;42;43;51;54;58;59;61;62;69;2;2 344 377;eur;
2021272;16/05/2021;soir;15/08/2021;1;3;6;7;14;16;19;22;26;31;32;37;38;44;46;49;54;62;64;68;2;2 540 480;eur;
2021271;16/05/2021;midi;15/08/2021;4;6;8;9;12;14;17;18;24;25;30;35;36;43;48;49;50;52;63;66;3;4 463 866;eur;
2021270;15/05/2021;soir;14/08/2021;2;3;7;13;29;30;32;36;43;49;50;51;54;55;58;61;63;64;65;67;2;0 771 849;eur;
2021269;15/05/2021;midi;14/08/2021;6;9;15;17;19;20;22;24;27;30;31;34;35;53;54;57;61;62;63;69;2;2 198 359;eur;
2021268;14/05/2021;soir;13/08/2021;1;2;5;7;12;13;16;17;18;25;27;29;37;42;43;45;52;63;64;70;2;6 503 796;eur;
2021267;14/05/2021;midi;13/08/2021;4;6;7;12;16;20;24;25;31;35;36;41;45;47;48;53;54;56;62;66;2;2 394 533;eur;
2021266;13/05/2021;soir;12/08/2021;1;12;17;19;20;23;24;27;31;33;37;42;45;46;53;55;57;58;60;69;3;3 701 636;eur;
2021265;13/05/2021;midi;12/08/2021;5;6;7;8;9;11;14;15;18;19;32;36;42;48;51;59;60;62;66;69;3;5 536 355;eur;
2021264;12/05/2021;soir;11/08/2021;1;5;9;12;13;14;15;22;24;26;28;33;37;39;45;49;51;57;66;70;2;5 066 748;eur;
2021263;12/05/2021;midi;11/08/2021;1;4;6;7;10;12;13;15;19;22;27;29;30;32;33;34;36;37;46;62;2;6 154 602;eur;
2021262;11/05/2021;soir;10/08/2021;2;5;9;11;15;24;25;26;29;33;42;43;46;50;52;54;57;63;69;70;2;1 411 836;eur;
2021261;11/05/2021;midi;10/08/2021;4;6;10;13;18;19;23;29;32;33;41;43;46;49;52;54;58;64;67;69;2;4 614 801;eur;
2021260;10/05/2021;soir;09/08/2021;3;5;13;14;15;24;28;30;32;33;37;38;39;49;55;56;57;58;65;68;2;8 277 120;eur;
2021259;10/05/2021;midi;09/08/2021;1;2;7;13;14;15;16;21;24;25;28;31;36;45;48;56;60;63;67;69;2;3 452 596;eur;
2021258;09/05/2021;soir;08/08/2021;1;14;15;16;26;31;34;37;41;44;51;52;58;59;60;61;63;64;67;69;5;8 636 029;eur;
2021257;09/05/2021;midi;08/08/2021;2;5;10;20;22;26;28;32;34;35;37;42;44;45;54;58;60;63;67;68;2;4 930 419;eur;
2021256;08/05/2021;soir;07/08/2021;4;9;12;19;23;27;28;35;37;39;42;43;45;47;49;60;61;62;63;65;5;5 156 046;eur;
2021255;08/05/2021;midi;07/08/2021;2;7;10;14;23;25;26;30;34;37;45;46;54;55;58;59;61;67;69;70;3;8 218 245;eur;
2021254;07/05/2021;soir;06/08/2021;3;10;14;20;22;24;27;30;31;32;38;39;40;48;51;54;57;58;64;65;3;4 086 322;eur;
2021253;07/05/2021;midi;06/08/2021;6;7;8;10;14;22;27;33;35;36;37;39;41;49;50;58;59;61;62;70;2;9 671 145;eur;
2021252;06/05/2021;soir;05/08/2021;2;5;6;9;10;14;19;22;28;29;31;34;39;45;50;55;58;59;64;65;2;1 357 736;eur;
2021251;06/05/2021;midi;05/08/2021;1;5;6;7;13;14;21;24;28;30;32;35;37;38;39;42;50;56;61;64;2;0 471 797;eur;
2021250;05/05/2021;soir;04/08/2021;1;2;4;7;18;21;24;27;29;38;39;40;43;44;50;56;61;66;69;70;3;4 748 018;eur;
2021249;05/05/2021;midi;04/08/2021;6;10;12;15;17;21;24;28;31;40;44;46;49;51;56;59;60;66;68;70;3;7 684 473;eur;
2021248;04/05/2021;soir;03/08/2021;6;7;9;13;18;22;23;24;25;34;35;36;39;47;50;57;58;60;61;70;3;5 799 641;eur;
2021247;04/05/2021;midi;03/08/2021;11;14;16;18;22;23;24;32;34;36;38;39;42;46;50;52;53;57;66;70;2;3 401 371;eur;
2021246;03/05/2021;soir;02/08/2021;1;7;8;17;25;26;27;29;30;32;38;43;46;48;51;52;58;62;63;66;5;9 958 640;eur;
2021245;03/05/2021;midi;02/08/2021;5;7;10;12;24;25;29;30;32;34;38;42;44;47;50;56;62;63;64;69;2;2 331 378;eur;
2021244;02/05/2021;soir;01/08/2021;2;3;4;14;20;22;23;27;28;36;37;40;44;51;52;54;58;60;64;65;2;4 089 944;eur;
2021243;02/05/2021;midi;01/08/2021;10;12;14;16;21;22;26;27;33;34;42;52;53;55;62;64;65;66;67;70;3;4 056 913;eur;
2021242;01/05/2021;soir;31/07/2021;7;8;12;13;14;15;17;20;22;30;32;39;47;48;53;57;65;68;69;70;2;2 679 885;eur;
2021241;01/05/2021;midi;31/07/2021;8;12;15;18;20;23;26;31;32;34;36;40;47;54;55;58;61;64;68;69;2;3 321 384;eur;
2021240;30/04/2021;soir;30/07/2021;6;7;12;14;15;16;18;20;26;28;32;34;37;41;42;47;48;51;53;56;3;3 278 774;eur;
2021239;30/04/2021;midi;30/07/2021;1;2;7;17;20;21;26;30;31;32;33;40;44;52;53;58;60;63;64;68;2;1 319 020;eur;
2021238;29/04/2021;soir;29/07/2021;1;2;4;6;9;17;19;20;23;24;34;36;41;42;47;50;53;61;64;69;2;9 928 045;eur;
2021237;29/04/2021;midi;29/07/2021;6;7;16;17;18;20;30;34;36;38;42;43;45;50;57;58;63;64;69;70;2;1 546 642;eur;
2021236;28/04/2021;soir;28/07/2021;2;3;4;6;8;12;13;24;26;36;39;48;50;52;53;60;61;62;65;68;3;3 068 561;eur;
2021235;28/04/2021;midi;28/07/2021;2;3;5;7;14;23;24;25;27;28;37;38;41;44;46;51;55;66;67;68;2;8 985 989;eur;
2021234;27/04/2021;soir;27/07/2021;1;6;9;15;25;30;31;34;35;38;40;44;50;51;53;55;60;62;65;70;2;5 035 295;eur;
2021233;27/04/2021;midi;27/07/2021;4;8;10;12;13;14;25;31;34;36;37;41;45;47;52;56;57;58;62;69;5;5 895 602;eur;
2021232;26/04/2021;soir;26/07/2021;2;3;5;7;8;9;18;21;25;29;35;38;39;42;47;52;58;59;60;64;5;2 323 171;eur;
2021231;26/04/2021;midi;26/07/2021;10;11;13;14;19;21;31;32;36;39;40;41;42;44;48;49;51;55;66;68;2;6 803 896;eur;
2021230;25/04/2021;soir;25/07/2021;1;6;9;11;13;14;16;26;32;38;40;45;48;55;56;59;64;65;66;68;3;3 483 670;eur;
2021229;25/04/2021;midi;25/07/2021;3;5;12;18;19;23;24;39;43;47;51;52;53;56;58;61;63;64;66;67;2;2 712 823;eur;
2021228;24/04/2021;soir;24/07/2021;3;4;5;26;28;29;33;34;41;42;43;47;48;53;54;57;60;62;69;70;2;9 437 065;eur;
2021227;24/04/2021;midi;24/07/2021;2;8;10;12;15;19;22;27;30;34;42;45;52;53;57;59;60;61;65;69;2;7 885 505;eur;
2021226;23/04/2021;soir;23/07/2021;1;4;11;13;14;15;16;19;21;22;30;31;32;35;42;45;52;64;66;70;2;4 401 631;eur;
2021225;23/04/2021;midi;23/07/2021;11;12;13;26;28;32;33;38;40;41;43;44;52;55;57;58;64;67;69;70;2;0 485 662;eur;
2021224;22/04/2021;soir;22/07/2021;2;5;7;14;15;16;18;24;26;32;37;39;40;43;46;48;52;53;63;68;2;5 153 605;eur;
2021223;22/04/2021;midi;22/07/2021;3;5;9;11;15;16;24;26;30;33;35;36;38;44;52;57;61;63;68;70;3;2 637 581;eur;
2021222;21/04/2021;soir;21/07/2021;8;19;22;28;29;31;32;39;43;44;45;49;53;54;55;56;61;64;69;70;2;9 222 246;eur;
